,CALENDAR_DATE,YEAR,MONTH_OF_THE_YEAR,DAY_OF_THE_MONTH,WEEK_OF_THE_YEAR,YEAR_QUARTER 
5399,2013-10-13,2013,10,13,41,4
5400,2013-10-14,2013,10,14,42,4
5401,2013-10-15,2013,10,15,42,4
5402,2013-10-16,2013,10,16,42,4
5403,2013-10-17,2013,10,17,42,4
5404,2013-10-18,2013,10,18,42,4
5405,2013-10-19,2013,10,19,42,4
5406,2013-10-20,2013,10,20,42,4
5407,2013-10-21,2013,10,21,43,4
5408,2013-10-22,2013,10,22,43,4
5409,2013-10-23,2013,10,23,43,4
5410,2013-10-24,2013,10,24,43,4
5411,2013-10-25,2013,10,25,43,4
5412,2013-10-26,2013,10,26,43,4
5413,2013-10-27,2013,10,27,43,4
5414,2013-10-28,2013,10,28,44,4
5415,2013-10-29,2013,10,29,44,4
5416,2013-10-30,2013,10,30,44,4
5417,2013-10-31,2013,10,31,44,4
5418,2013-11-01,2013,11,1,44,4
5419,2013-11-02,2013,11,2,44,4
5420,2013-11-03,2013,11,3,44,4
5421,2013-11-04,2013,11,4,45,4
5422,2013-11-05,2013,11,5,45,4
5423,2013-11-06,2013,11,6,45,4
5424,2013-11-07,2013,11,7,45,4
5425,2013-11-08,2013,11,8,45,4
5426,2013-11-09,2013,11,9,45,4
5427,2013-11-10,2013,11,10,45,4
5428,2013-11-11,2013,11,11,46,4
5429,2013-11-12,2013,11,12,46,4
5430,2013-11-13,2013,11,13,46,4
5431,2013-11-14,2013,11,14,46,4
5432,2013-11-15,2013,11,15,46,4
5433,2013-11-16,2013,11,16,46,4
5434,2013-11-17,2013,11,17,46,4
5435,2013-11-18,2013,11,18,47,4
5436,2013-11-19,2013,11,19,47,4
5437,2013-11-20,2013,11,20,47,4
5438,2013-11-21,2013,11,21,47,4
5439,2013-11-22,2013,11,22,47,4
5440,2013-11-23,2013,11,23,47,4
5441,2013-11-24,2013,11,24,47,4
5442,2013-11-25,2013,11,25,48,4
5443,2013-11-26,2013,11,26,48,4
5444,2013-11-27,2013,11,27,48,4
5445,2013-11-28,2013,11,28,48,4
5446,2013-11-29,2013,11,29,48,4
5447,2013-11-30,2013,11,30,48,4
5448,2013-12-01,2013,12,1,48,4
5449,2013-12-02,2013,12,2,49,4
5450,2013-12-03,2013,12,3,49,4
5451,2013-12-04,2013,12,4,49,4
5452,2013-12-05,2013,12,5,49,4
5453,2013-12-06,2013,12,6,49,4
5454,2013-12-07,2013,12,7,49,4
5455,2013-12-08,2013,12,8,49,4
5456,2013-12-09,2013,12,9,50,4
5457,2013-12-10,2013,12,10,50,4
5458,2013-12-11,2013,12,11,50,4
5459,2013-12-12,2013,12,12,50,4
5460,2013-12-13,2013,12,13,50,4
5461,2013-12-14,2013,12,14,50,4
5462,2013-12-15,2013,12,15,50,4
5463,2013-12-16,2013,12,16,51,4
5464,2013-12-17,2013,12,17,51,4
5465,2013-12-18,2013,12,18,51,4
5466,2013-12-19,2013,12,19,51,4
5467,2013-12-20,2013,12,20,51,4
5468,2013-12-21,2013,12,21,51,4
5469,2013-12-22,2013,12,22,51,4
5470,2013-12-23,2013,12,23,52,4
5471,2013-12-24,2013,12,24,52,4
5472,2013-12-25,2013,12,25,52,4
5473,2013-12-26,2013,12,26,52,4
5474,2013-12-27,2013,12,27,52,4
5475,2013-12-28,2013,12,28,52,4
5476,2013-12-29,2013,12,29,52,4
5477,2013-12-30,2013,12,30,1,4
5478,2013-12-31,2013,12,31,1,4
5479,2014-01-01,2014,1,1,1,1
5480,2014-01-02,2014,1,2,1,1
5481,2014-01-03,2014,1,3,1,1
5482,2014-01-04,2014,1,4,1,1
5483,2014-01-05,2014,1,5,1,1
5484,2014-01-06,2014,1,6,2,1
5485,2014-01-07,2014,1,7,2,1
5486,2014-01-08,2014,1,8,2,1
5487,2014-01-09,2014,1,9,2,1
5488,2014-01-10,2014,1,10,2,1
5489,2014-01-11,2014,1,11,2,1
5490,2014-01-12,2014,1,12,2,1
5491,2014-01-13,2014,1,13,3,1
5492,2014-01-14,2014,1,14,3,1
5493,2014-01-15,2014,1,15,3,1
5494,2014-01-16,2014,1,16,3,1
5495,2014-01-17,2014,1,17,3,1
5496,2014-01-18,2014,1,18,3,1
5497,2014-01-19,2014,1,19,3,1
5498,2014-01-20,2014,1,20,4,1
5499,2014-01-21,2014,1,21,4,1
5500,2014-01-22,2014,1,22,4,1
5501,2014-01-23,2014,1,23,4,1
5502,2014-01-24,2014,1,24,4,1
5503,2014-01-25,2014,1,25,4,1
5504,2014-01-26,2014,1,26,4,1
5505,2014-01-27,2014,1,27,5,1
5506,2014-01-28,2014,1,28,5,1
5507,2014-01-29,2014,1,29,5,1
5508,2014-01-30,2014,1,30,5,1
5509,2014-01-31,2014,1,31,5,1
5510,2014-02-01,2014,2,1,5,1
5511,2014-02-02,2014,2,2,5,1
5512,2014-02-03,2014,2,3,6,1
5513,2014-02-04,2014,2,4,6,1
5514,2014-02-05,2014,2,5,6,1
5515,2014-02-06,2014,2,6,6,1
5516,2014-02-07,2014,2,7,6,1
5517,2014-02-08,2014,2,8,6,1
5518,2014-02-09,2014,2,9,6,1
5519,2014-02-10,2014,2,10,7,1
5520,2014-02-11,2014,2,11,7,1
5521,2014-02-12,2014,2,12,7,1
5522,2014-02-13,2014,2,13,7,1
5523,2014-02-14,2014,2,14,7,1
5524,2014-02-15,2014,2,15,7,1
5525,2014-02-16,2014,2,16,7,1
5526,2014-02-17,2014,2,17,8,1
5527,2014-02-18,2014,2,18,8,1
5528,2014-02-19,2014,2,19,8,1
5529,2014-02-20,2014,2,20,8,1
5530,2014-02-21,2014,2,21,8,1
5531,2014-02-22,2014,2,22,8,1
5532,2014-02-23,2014,2,23,8,1
5533,2014-02-24,2014,2,24,9,1
5534,2014-02-25,2014,2,25,9,1
5535,2014-02-26,2014,2,26,9,1
5536,2014-02-27,2014,2,27,9,1
5537,2014-02-28,2014,2,28,9,1
5538,2014-03-01,2014,3,1,9,1
5539,2014-03-02,2014,3,2,9,1
5540,2014-03-03,2014,3,3,10,1
5541,2014-03-04,2014,3,4,10,1
5542,2014-03-05,2014,3,5,10,1
5543,2014-03-06,2014,3,6,10,1
5544,2014-03-07,2014,3,7,10,1
5545,2014-03-08,2014,3,8,10,1
5546,2014-03-09,2014,3,9,10,1
5547,2014-03-10,2014,3,10,11,1
5548,2014-03-11,2014,3,11,11,1
5549,2014-03-12,2014,3,12,11,1
5550,2014-03-13,2014,3,13,11,1
5551,2014-03-14,2014,3,14,11,1
5552,2014-03-15,2014,3,15,11,1
5553,2014-03-16,2014,3,16,11,1
5554,2014-03-17,2014,3,17,12,1
5555,2014-03-18,2014,3,18,12,1
5556,2014-03-19,2014,3,19,12,1
5557,2014-03-20,2014,3,20,12,1
5558,2014-03-21,2014,3,21,12,1
5559,2014-03-22,2014,3,22,12,1
5560,2014-03-23,2014,3,23,12,1
5561,2014-03-24,2014,3,24,13,1
5562,2014-03-25,2014,3,25,13,1
5563,2014-03-26,2014,3,26,13,1
5564,2014-03-27,2014,3,27,13,1
5565,2014-03-28,2014,3,28,13,1
5566,2014-03-29,2014,3,29,13,1
5567,2014-03-30,2014,3,30,13,1
5568,2014-03-31,2014,3,31,14,1
5569,2014-04-01,2014,4,1,14,2
5570,2014-04-02,2014,4,2,14,2
5571,2014-04-03,2014,4,3,14,2
5572,2014-04-04,2014,4,4,14,2
5573,2014-04-05,2014,4,5,14,2
5574,2014-04-06,2014,4,6,14,2
5575,2014-04-07,2014,4,7,15,2
5576,2014-04-08,2014,4,8,15,2
5577,2014-04-09,2014,4,9,15,2
5578,2014-04-10,2014,4,10,15,2
5579,2014-04-11,2014,4,11,15,2
5580,2014-04-12,2014,4,12,15,2
5581,2014-04-13,2014,4,13,15,2
5582,2014-04-14,2014,4,14,16,2
5583,2014-04-15,2014,4,15,16,2
5584,2014-04-16,2014,4,16,16,2
5585,2014-04-17,2014,4,17,16,2
5586,2014-04-18,2014,4,18,16,2
5587,2014-04-19,2014,4,19,16,2
5588,2014-04-20,2014,4,20,16,2
5589,2014-04-21,2014,4,21,17,2
5590,2014-04-22,2014,4,22,17,2
5591,2014-04-23,2014,4,23,17,2
5592,2014-04-24,2014,4,24,17,2
5593,2014-04-25,2014,4,25,17,2
5594,2014-04-26,2014,4,26,17,2
5595,2014-04-27,2014,4,27,17,2
5596,2014-04-28,2014,4,28,18,2
5597,2014-04-29,2014,4,29,18,2
5598,2014-04-30,2014,4,30,18,2
5599,2014-05-01,2014,5,1,18,2
5600,2014-05-02,2014,5,2,18,2
5601,2014-05-03,2014,5,3,18,2
5602,2014-05-04,2014,5,4,18,2
5603,2014-05-05,2014,5,5,19,2
5604,2014-05-06,2014,5,6,19,2
5605,2014-05-07,2014,5,7,19,2
5606,2014-05-08,2014,5,8,19,2
5607,2014-05-09,2014,5,9,19,2
5608,2014-05-10,2014,5,10,19,2
5609,2014-05-11,2014,5,11,19,2
5610,2014-05-12,2014,5,12,20,2
5611,2014-05-13,2014,5,13,20,2
5612,2014-05-14,2014,5,14,20,2
5613,2014-05-15,2014,5,15,20,2
5614,2014-05-16,2014,5,16,20,2
5615,2014-05-17,2014,5,17,20,2
5616,2014-05-18,2014,5,18,20,2
5617,2014-05-19,2014,5,19,21,2
5618,2014-05-20,2014,5,20,21,2
5619,2014-05-21,2014,5,21,21,2
5620,2014-05-22,2014,5,22,21,2
5621,2014-05-23,2014,5,23,21,2
5622,2014-05-24,2014,5,24,21,2
5623,2014-05-25,2014,5,25,21,2
5624,2014-05-26,2014,5,26,22,2
5625,2014-05-27,2014,5,27,22,2
5626,2014-05-28,2014,5,28,22,2
5627,2014-05-29,2014,5,29,22,2
5628,2014-05-30,2014,5,30,22,2
5629,2014-05-31,2014,5,31,22,2
5630,2014-06-01,2014,6,1,22,2
5631,2014-06-02,2014,6,2,23,2
5632,2014-06-03,2014,6,3,23,2
5633,2014-06-04,2014,6,4,23,2
5634,2014-06-05,2014,6,5,23,2
5635,2014-06-06,2014,6,6,23,2
5636,2014-06-07,2014,6,7,23,2
5637,2014-06-08,2014,6,8,23,2
5638,2014-06-09,2014,6,9,24,2
5639,2014-06-10,2014,6,10,24,2
5640,2014-06-11,2014,6,11,24,2
5641,2014-06-12,2014,6,12,24,2
5642,2014-06-13,2014,6,13,24,2
5643,2014-06-14,2014,6,14,24,2
5644,2014-06-15,2014,6,15,24,2
5645,2014-06-16,2014,6,16,25,2
5646,2014-06-17,2014,6,17,25,2
5647,2014-06-18,2014,6,18,25,2
5648,2014-06-19,2014,6,19,25,2
5649,2014-06-20,2014,6,20,25,2
5650,2014-06-21,2014,6,21,25,2
5651,2014-06-22,2014,6,22,25,2
5652,2014-06-23,2014,6,23,26,2
5653,2014-06-24,2014,6,24,26,2
5654,2014-06-25,2014,6,25,26,2
5655,2014-06-26,2014,6,26,26,2
5656,2014-06-27,2014,6,27,26,2
5657,2014-06-28,2014,6,28,26,2
5658,2014-06-29,2014,6,29,26,2
5659,2014-06-30,2014,6,30,27,2
5660,2014-07-01,2014,7,1,27,3
5661,2014-07-02,2014,7,2,27,3
5662,2014-07-03,2014,7,3,27,3
5663,2014-07-04,2014,7,4,27,3
5664,2014-07-05,2014,7,5,27,3
5665,2014-07-06,2014,7,6,27,3
5666,2014-07-07,2014,7,7,28,3
5667,2014-07-08,2014,7,8,28,3
5668,2014-07-09,2014,7,9,28,3
5669,2014-07-10,2014,7,10,28,3
5670,2014-07-11,2014,7,11,28,3
5671,2014-07-12,2014,7,12,28,3
5672,2014-07-13,2014,7,13,28,3
5673,2014-07-14,2014,7,14,29,3
5674,2014-07-15,2014,7,15,29,3
5675,2014-07-16,2014,7,16,29,3
5676,2014-07-17,2014,7,17,29,3
5677,2014-07-18,2014,7,18,29,3
5678,2014-07-19,2014,7,19,29,3
5679,2014-07-20,2014,7,20,29,3
5680,2014-07-21,2014,7,21,30,3
5681,2014-07-22,2014,7,22,30,3
5682,2014-07-23,2014,7,23,30,3
5683,2014-07-24,2014,7,24,30,3
5684,2014-07-25,2014,7,25,30,3
5685,2014-07-26,2014,7,26,30,3
5686,2014-07-27,2014,7,27,30,3
5687,2014-07-28,2014,7,28,31,3
5688,2014-07-29,2014,7,29,31,3
5689,2014-07-30,2014,7,30,31,3
5690,2014-07-31,2014,7,31,31,3
5691,2014-08-01,2014,8,1,31,3
5692,2014-08-02,2014,8,2,31,3
5693,2014-08-03,2014,8,3,31,3
5694,2014-08-04,2014,8,4,32,3
5695,2014-08-05,2014,8,5,32,3
5696,2014-08-06,2014,8,6,32,3
5697,2014-08-07,2014,8,7,32,3
5698,2014-08-08,2014,8,8,32,3
5699,2014-08-09,2014,8,9,32,3
5700,2014-08-10,2014,8,10,32,3
5701,2014-08-11,2014,8,11,33,3
5702,2014-08-12,2014,8,12,33,3
5703,2014-08-13,2014,8,13,33,3
5704,2014-08-14,2014,8,14,33,3
5705,2014-08-15,2014,8,15,33,3
5706,2014-08-16,2014,8,16,33,3
5707,2014-08-17,2014,8,17,33,3
5708,2014-08-18,2014,8,18,34,3
5709,2014-08-19,2014,8,19,34,3
5710,2014-08-20,2014,8,20,34,3
5711,2014-08-21,2014,8,21,34,3
5712,2014-08-22,2014,8,22,34,3
5713,2014-08-23,2014,8,23,34,3
5714,2014-08-24,2014,8,24,34,3
5715,2014-08-25,2014,8,25,35,3
5716,2014-08-26,2014,8,26,35,3
5717,2014-08-27,2014,8,27,35,3
5718,2014-08-28,2014,8,28,35,3
5719,2014-08-29,2014,8,29,35,3
5720,2014-08-30,2014,8,30,35,3
5721,2014-08-31,2014,8,31,35,3
5722,2014-09-01,2014,9,1,36,3
5723,2014-09-02,2014,9,2,36,3
5724,2014-09-03,2014,9,3,36,3
5725,2014-09-04,2014,9,4,36,3
5726,2014-09-05,2014,9,5,36,3
5727,2014-09-06,2014,9,6,36,3
5728,2014-09-07,2014,9,7,36,3
5729,2014-09-08,2014,9,8,37,3
5730,2014-09-09,2014,9,9,37,3
5731,2014-09-10,2014,9,10,37,3
5732,2014-09-11,2014,9,11,37,3
5733,2014-09-12,2014,9,12,37,3
5734,2014-09-13,2014,9,13,37,3
5735,2014-09-14,2014,9,14,37,3
5736,2014-09-15,2014,9,15,38,3
5737,2014-09-16,2014,9,16,38,3
5738,2014-09-17,2014,9,17,38,3
5739,2014-09-18,2014,9,18,38,3
5740,2014-09-19,2014,9,19,38,3
5741,2014-09-20,2014,9,20,38,3
5742,2014-09-21,2014,9,21,38,3
5743,2014-09-22,2014,9,22,39,3
5744,2014-09-23,2014,9,23,39,3
5745,2014-09-24,2014,9,24,39,3
5746,2014-09-25,2014,9,25,39,3
5747,2014-09-26,2014,9,26,39,3
5748,2014-09-27,2014,9,27,39,3
5749,2014-09-28,2014,9,28,39,3
5750,2014-09-29,2014,9,29,40,3
5751,2014-09-30,2014,9,30,40,3
5752,2014-10-01,2014,10,1,40,4
5753,2014-10-02,2014,10,2,40,4
5754,2014-10-03,2014,10,3,40,4
5755,2014-10-04,2014,10,4,40,4
5756,2014-10-05,2014,10,5,40,4
5757,2014-10-06,2014,10,6,41,4
5758,2014-10-07,2014,10,7,41,4
5759,2014-10-08,2014,10,8,41,4
5760,2014-10-09,2014,10,9,41,4
5761,2014-10-10,2014,10,10,41,4
5762,2014-10-11,2014,10,11,41,4
5763,2014-10-12,2014,10,12,41,4
5764,2014-10-13,2014,10,13,42,4
5765,2014-10-14,2014,10,14,42,4
5766,2014-10-15,2014,10,15,42,4
5767,2014-10-16,2014,10,16,42,4
5768,2014-10-17,2014,10,17,42,4
5769,2014-10-18,2014,10,18,42,4
5770,2014-10-19,2014,10,19,42,4
5771,2014-10-20,2014,10,20,43,4
5772,2014-10-21,2014,10,21,43,4
5773,2014-10-22,2014,10,22,43,4
5774,2014-10-23,2014,10,23,43,4
5775,2014-10-24,2014,10,24,43,4
5776,2014-10-25,2014,10,25,43,4
5777,2014-10-26,2014,10,26,43,4
5778,2014-10-27,2014,10,27,44,4
5779,2014-10-28,2014,10,28,44,4
5780,2014-10-29,2014,10,29,44,4
5781,2014-10-30,2014,10,30,44,4
5782,2014-10-31,2014,10,31,44,4
5783,2014-11-01,2014,11,1,44,4
5784,2014-11-02,2014,11,2,44,4
5785,2014-11-03,2014,11,3,45,4
5786,2014-11-04,2014,11,4,45,4
5787,2014-11-05,2014,11,5,45,4
5788,2014-11-06,2014,11,6,45,4
5789,2014-11-07,2014,11,7,45,4
5790,2014-11-08,2014,11,8,45,4
5791,2014-11-09,2014,11,9,45,4
5792,2014-11-10,2014,11,10,46,4
5793,2014-11-11,2014,11,11,46,4
5794,2014-11-12,2014,11,12,46,4
5795,2014-11-13,2014,11,13,46,4
5796,2014-11-14,2014,11,14,46,4
5797,2014-11-15,2014,11,15,46,4
5798,2014-11-16,2014,11,16,46,4
5799,2014-11-17,2014,11,17,47,4
5800,2014-11-18,2014,11,18,47,4
5801,2014-11-19,2014,11,19,47,4
5802,2014-11-20,2014,11,20,47,4
5803,2014-11-21,2014,11,21,47,4
5804,2014-11-22,2014,11,22,47,4
5805,2014-11-23,2014,11,23,47,4
5806,2014-11-24,2014,11,24,48,4
5807,2014-11-25,2014,11,25,48,4
5808,2014-11-26,2014,11,26,48,4
5809,2014-11-27,2014,11,27,48,4
5810,2014-11-28,2014,11,28,48,4
5811,2014-11-29,2014,11,29,48,4
5812,2014-11-30,2014,11,30,48,4
5813,2014-12-01,2014,12,1,49,4
5814,2014-12-02,2014,12,2,49,4
5815,2014-12-03,2014,12,3,49,4
5816,2014-12-04,2014,12,4,49,4
5817,2014-12-05,2014,12,5,49,4
5818,2014-12-06,2014,12,6,49,4
5819,2014-12-07,2014,12,7,49,4
5820,2014-12-08,2014,12,8,50,4
5821,2014-12-09,2014,12,9,50,4
5822,2014-12-10,2014,12,10,50,4
5823,2014-12-11,2014,12,11,50,4
5824,2014-12-12,2014,12,12,50,4
5825,2014-12-13,2014,12,13,50,4
5826,2014-12-14,2014,12,14,50,4
5827,2014-12-15,2014,12,15,51,4
5828,2014-12-16,2014,12,16,51,4
5829,2014-12-17,2014,12,17,51,4
5830,2014-12-18,2014,12,18,51,4
5831,2014-12-19,2014,12,19,51,4
5832,2014-12-20,2014,12,20,51,4
5833,2014-12-21,2014,12,21,51,4
5834,2014-12-22,2014,12,22,52,4
5835,2014-12-23,2014,12,23,52,4
5836,2014-12-24,2014,12,24,52,4
5837,2014-12-25,2014,12,25,52,4
5838,2014-12-26,2014,12,26,52,4
5839,2014-12-27,2014,12,27,52,4
5840,2014-12-28,2014,12,28,52,4
5841,2014-12-29,2014,12,29,1,4
5842,2014-12-30,2014,12,30,1,4
5843,2014-12-31,2014,12,31,1,4
5844,2015-01-01,2015,1,1,1,1
5845,2015-01-02,2015,1,2,1,1
5846,2015-01-03,2015,1,3,1,1
5847,2015-01-04,2015,1,4,1,1
5848,2015-01-05,2015,1,5,2,1
5849,2015-01-06,2015,1,6,2,1
5850,2015-01-07,2015,1,7,2,1
5851,2015-01-08,2015,1,8,2,1
5852,2015-01-09,2015,1,9,2,1
5853,2015-01-10,2015,1,10,2,1
5854,2015-01-11,2015,1,11,2,1
5855,2015-01-12,2015,1,12,3,1
5856,2015-01-13,2015,1,13,3,1
5857,2015-01-14,2015,1,14,3,1
5858,2015-01-15,2015,1,15,3,1
5859,2015-01-16,2015,1,16,3,1
5860,2015-01-17,2015,1,17,3,1
5861,2015-01-18,2015,1,18,3,1
5862,2015-01-19,2015,1,19,4,1
5863,2015-01-20,2015,1,20,4,1
5864,2015-01-21,2015,1,21,4,1
5865,2015-01-22,2015,1,22,4,1
5866,2015-01-23,2015,1,23,4,1
5867,2015-01-24,2015,1,24,4,1
5868,2015-01-25,2015,1,25,4,1
5869,2015-01-26,2015,1,26,5,1
5870,2015-01-27,2015,1,27,5,1
5871,2015-01-28,2015,1,28,5,1
5872,2015-01-29,2015,1,29,5,1
5873,2015-01-30,2015,1,30,5,1
5874,2015-01-31,2015,1,31,5,1
5875,2015-02-01,2015,2,1,5,1
5876,2015-02-02,2015,2,2,6,1
5877,2015-02-03,2015,2,3,6,1
5878,2015-02-04,2015,2,4,6,1
5879,2015-02-05,2015,2,5,6,1
5880,2015-02-06,2015,2,6,6,1
5881,2015-02-07,2015,2,7,6,1
5882,2015-02-08,2015,2,8,6,1
5883,2015-02-09,2015,2,9,7,1
5884,2015-02-10,2015,2,10,7,1
5885,2015-02-11,2015,2,11,7,1
5886,2015-02-12,2015,2,12,7,1
5887,2015-02-13,2015,2,13,7,1
5888,2015-02-14,2015,2,14,7,1
5889,2015-02-15,2015,2,15,7,1
5890,2015-02-16,2015,2,16,8,1
5891,2015-02-17,2015,2,17,8,1
5892,2015-02-18,2015,2,18,8,1
5893,2015-02-19,2015,2,19,8,1
5894,2015-02-20,2015,2,20,8,1
5895,2015-02-21,2015,2,21,8,1
5896,2015-02-22,2015,2,22,8,1
5897,2015-02-23,2015,2,23,9,1
5898,2015-02-24,2015,2,24,9,1
5899,2015-02-25,2015,2,25,9,1
5900,2015-02-26,2015,2,26,9,1
5901,2015-02-27,2015,2,27,9,1
5902,2015-02-28,2015,2,28,9,1
5903,2015-03-01,2015,3,1,9,1
5904,2015-03-02,2015,3,2,10,1
5905,2015-03-03,2015,3,3,10,1
5906,2015-03-04,2015,3,4,10,1
5907,2015-03-05,2015,3,5,10,1
5908,2015-03-06,2015,3,6,10,1
5909,2015-03-07,2015,3,7,10,1
5910,2015-03-08,2015,3,8,10,1
5911,2015-03-09,2015,3,9,11,1
5912,2015-03-10,2015,3,10,11,1
5913,2015-03-11,2015,3,11,11,1
5914,2015-03-12,2015,3,12,11,1
5915,2015-03-13,2015,3,13,11,1
5916,2015-03-14,2015,3,14,11,1
5917,2015-03-15,2015,3,15,11,1
5918,2015-03-16,2015,3,16,12,1
5919,2015-03-17,2015,3,17,12,1
5920,2015-03-18,2015,3,18,12,1
5921,2015-03-19,2015,3,19,12,1
5922,2015-03-20,2015,3,20,12,1
5923,2015-03-21,2015,3,21,12,1
5924,2015-03-22,2015,3,22,12,1
5925,2015-03-23,2015,3,23,13,1
5926,2015-03-24,2015,3,24,13,1
5927,2015-03-25,2015,3,25,13,1
5928,2015-03-26,2015,3,26,13,1
5929,2015-03-27,2015,3,27,13,1
5930,2015-03-28,2015,3,28,13,1
5931,2015-03-29,2015,3,29,13,1
5932,2015-03-30,2015,3,30,14,1
5933,2015-03-31,2015,3,31,14,1
5934,2015-04-01,2015,4,1,14,2
5935,2015-04-02,2015,4,2,14,2
5936,2015-04-03,2015,4,3,14,2
5937,2015-04-04,2015,4,4,14,2
5938,2015-04-05,2015,4,5,14,2
5939,2015-04-06,2015,4,6,15,2
5940,2015-04-07,2015,4,7,15,2
5941,2015-04-08,2015,4,8,15,2
5942,2015-04-09,2015,4,9,15,2
5943,2015-04-10,2015,4,10,15,2
5944,2015-04-11,2015,4,11,15,2
5945,2015-04-12,2015,4,12,15,2
5946,2015-04-13,2015,4,13,16,2
5947,2015-04-14,2015,4,14,16,2
5948,2015-04-15,2015,4,15,16,2
5949,2015-04-16,2015,4,16,16,2
5950,2015-04-17,2015,4,17,16,2
5951,2015-04-18,2015,4,18,16,2
5952,2015-04-19,2015,4,19,16,2
5953,2015-04-20,2015,4,20,17,2
5954,2015-04-21,2015,4,21,17,2
5955,2015-04-22,2015,4,22,17,2
5956,2015-04-23,2015,4,23,17,2
5957,2015-04-24,2015,4,24,17,2
5958,2015-04-25,2015,4,25,17,2
5959,2015-04-26,2015,4,26,17,2
5960,2015-04-27,2015,4,27,18,2
5961,2015-04-28,2015,4,28,18,2
5962,2015-04-29,2015,4,29,18,2
5963,2015-04-30,2015,4,30,18,2
5964,2015-05-01,2015,5,1,18,2
5965,2015-05-02,2015,5,2,18,2
5966,2015-05-03,2015,5,3,18,2
5967,2015-05-04,2015,5,4,19,2
5968,2015-05-05,2015,5,5,19,2
5969,2015-05-06,2015,5,6,19,2
5970,2015-05-07,2015,5,7,19,2
5971,2015-05-08,2015,5,8,19,2
5972,2015-05-09,2015,5,9,19,2
5973,2015-05-10,2015,5,10,19,2
5974,2015-05-11,2015,5,11,20,2
5975,2015-05-12,2015,5,12,20,2
5976,2015-05-13,2015,5,13,20,2
5977,2015-05-14,2015,5,14,20,2
5978,2015-05-15,2015,5,15,20,2
5979,2015-05-16,2015,5,16,20,2
5980,2015-05-17,2015,5,17,20,2
5981,2015-05-18,2015,5,18,21,2
5982,2015-05-19,2015,5,19,21,2
5983,2015-05-20,2015,5,20,21,2
5984,2015-05-21,2015,5,21,21,2
5985,2015-05-22,2015,5,22,21,2
5986,2015-05-23,2015,5,23,21,2
5987,2015-05-24,2015,5,24,21,2
5988,2015-05-25,2015,5,25,22,2
5989,2015-05-26,2015,5,26,22,2
5990,2015-05-27,2015,5,27,22,2
5991,2015-05-28,2015,5,28,22,2
5992,2015-05-29,2015,5,29,22,2
5993,2015-05-30,2015,5,30,22,2
5994,2015-05-31,2015,5,31,22,2
5995,2015-06-01,2015,6,1,23,2
5996,2015-06-02,2015,6,2,23,2
5997,2015-06-03,2015,6,3,23,2
5998,2015-06-04,2015,6,4,23,2
5999,2015-06-05,2015,6,5,23,2
6000,2015-06-06,2015,6,6,23,2
6001,2015-06-07,2015,6,7,23,2
6002,2015-06-08,2015,6,8,24,2
6003,2015-06-09,2015,6,9,24,2
6004,2015-06-10,2015,6,10,24,2
6005,2015-06-11,2015,6,11,24,2
6006,2015-06-12,2015,6,12,24,2
6007,2015-06-13,2015,6,13,24,2
6008,2015-06-14,2015,6,14,24,2
6009,2015-06-15,2015,6,15,25,2
6010,2015-06-16,2015,6,16,25,2
6011,2015-06-17,2015,6,17,25,2
6012,2015-06-18,2015,6,18,25,2
6013,2015-06-19,2015,6,19,25,2
6014,2015-06-20,2015,6,20,25,2
6015,2015-06-21,2015,6,21,25,2
6016,2015-06-22,2015,6,22,26,2
6017,2015-06-23,2015,6,23,26,2
6018,2015-06-24,2015,6,24,26,2
6019,2015-06-25,2015,6,25,26,2
6020,2015-06-26,2015,6,26,26,2
6021,2015-06-27,2015,6,27,26,2
6022,2015-06-28,2015,6,28,26,2
6023,2015-06-29,2015,6,29,27,2
6024,2015-06-30,2015,6,30,27,2
6025,2015-07-01,2015,7,1,27,3
6026,2015-07-02,2015,7,2,27,3
6027,2015-07-03,2015,7,3,27,3
6028,2015-07-04,2015,7,4,27,3
6029,2015-07-05,2015,7,5,27,3
6030,2015-07-06,2015,7,6,28,3
6031,2015-07-07,2015,7,7,28,3
6032,2015-07-08,2015,7,8,28,3
6033,2015-07-09,2015,7,9,28,3
6034,2015-07-10,2015,7,10,28,3
6035,2015-07-11,2015,7,11,28,3
6036,2015-07-12,2015,7,12,28,3
6037,2015-07-13,2015,7,13,29,3
6038,2015-07-14,2015,7,14,29,3
6039,2015-07-15,2015,7,15,29,3
6040,2015-07-16,2015,7,16,29,3
6041,2015-07-17,2015,7,17,29,3
6042,2015-07-18,2015,7,18,29,3
6043,2015-07-19,2015,7,19,29,3
6044,2015-07-20,2015,7,20,30,3
6045,2015-07-21,2015,7,21,30,3
6046,2015-07-22,2015,7,22,30,3
6047,2015-07-23,2015,7,23,30,3
6048,2015-07-24,2015,7,24,30,3
6049,2015-07-25,2015,7,25,30,3
6050,2015-07-26,2015,7,26,30,3
6051,2015-07-27,2015,7,27,31,3
6052,2015-07-28,2015,7,28,31,3
6053,2015-07-29,2015,7,29,31,3
6054,2015-07-30,2015,7,30,31,3
6055,2015-07-31,2015,7,31,31,3
6056,2015-08-01,2015,8,1,31,3
6057,2015-08-02,2015,8,2,31,3
6058,2015-08-03,2015,8,3,32,3
6059,2015-08-04,2015,8,4,32,3
6060,2015-08-05,2015,8,5,32,3
6061,2015-08-06,2015,8,6,32,3
